StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Target_Gender,Target_City,Target_CollegeTier,Target_Stream,Target_Specialisation,Target_Hostel,Target_HistoryOfBacklogs,Target_CGPA_Tier
27319,7.75,8.65,8.08,7.98,8.09,8.36,8.4,8.39,8.19,82.0,1,3,3.0,4,1,93.5,4.6,86.5,83.1,1,22.28,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
27320,5.66,5.77,6.05,5.55,5.5,5.68,5.72,6.09,5.71,64.3,1,1,2.0,1,1,55.0,3.0,72.4,38.3,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27321,6.6,6.97,7.29,6.79,6.92,7.47,7.37,7.54,7.03,68.6,1,2,2.0,2,1,65.1,2.8,67.1,58.6,1,8.25,0,1,0.6553077968490462,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
27322,8.51,8.2,7.97,7.92,8.56,8.35,8.54,8.64,8.41,89.5,2,2,4.0,3,2,68.85926127341149,4.2,75.9,86.4,1,22.09,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
27323,5.32,5.15,5.07,4.74,4.68,4.83,4.72,4.1,4.91,61.3,0,1,0.0,0,0,49.9,2.2,27.2,55.40852962724507,0,0.0,0,0,0.6553077968490462,0.6597051597051597,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.2031315364847905
27324,9.82,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,82.6,2,3,1.8044691509931448,2,1,98.3,3.154210956663942,81.0,86.1,1,18.8,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
27325,7.89,7.59,7.88,7.3,7.57,8.4,8.1,8.25,7.79,85.4,2,3,1.0,1,1,77.3,3.3,59.2,53.0,1,8.53,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
27326,7.41,6.99,7.29,6.97,6.83,7.15,7.4,7.57,7.31,82.7,1,5,3.0,3,2,77.3,3.154210956663942,80.7,67.8,0,12.76,0,1,0.6553077968490462,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
27327,8.2,8.42,8.12,8.39,8.43,8.7,8.27,8.4,8.35,89.0,1,2,1.0,3,0,62.8,2.4,50.8,63.2,0,18.6,0,1,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
27328,5.16,5.64,5.06,4.67,4.81,4.89,4.35,5.09,4.9,53.5,0,1,0.0,0,0,40.3,2.5,20.1,37.8,0,0.0,0,0,0.6553077968490462,0.6591515870661525,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27329,7.25,7.44,7.06,7.55,7.45,7.9,7.98,8.3,7.7,67.4,1,2,3.0,3,2,83.1,2.5,92.2,66.2,1,8.97,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
27330,5.73,5.78,6.12,5.33,5.36,4.8,5.84,5.19,5.44,58.4,0,1,1.0,0,0,43.5,1.9,21.5,32.5,0,0.0,0,0,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.651540003644979,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.2031315364847905
27331,9.55,9.83,10.0,10.0,10.0,10.0,10.0,10.0,9.99,100.0,3,3,3.0,4,1,88.3,4.5,81.3,61.5,1,25.52,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27332,7.46,7.42,6.56,6.63,7.02,7.07,6.95,7.04,7.11,73.7,1,2,2.0,2,1,73.6,1.3,59.0,39.7,1,8.35,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
27333,4.13,5.04,5.55,4.64,4.7,4.94,4.18,4.35,4.7,61.1,0,0,1.8044691509931448,0,0,58.5,2.2,25.2,23.1,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
27334,5.21,5.4,4.78,5.64,5.41,5.16,4.75,5.78,5.41,66.2,1,0,1.0,1,0,68.85926127341149,2.7,24.8,28.8,0,0.0,0,0,0.6553077968490462,0.6506528701650652,0.3018718274111675,0.6563886424134872,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27335,8.07,8.24,8.11,8.35,8.56,7.69,8.24,8.64,8.21,90.6,1,3,3.0,4,1,74.1,3.9,58.6,75.2,1,22.17,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
27336,9.65,9.39,10.0,10.0,9.98,10.0,10.0,10.0,10.0,99.7,2,4,4.0,4,0,96.6,4.2,81.0,65.1,1,25.93,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
27337,5.96,6.85,6.34,6.69,6.31,6.28,7.15,6.76,6.46,68.5,1,1,2.0,2,1,67.5,3.1,51.4,55.40852962724507,0,3.75,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
27338,10.0,8.94,9.15,9.96,9.66,9.97,9.93,9.51,9.63,85.1,2,3,4.0,4,1,82.3,4.8,82.0,72.8,1,25.39,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27339,6.29,6.11,5.8,6.27,5.92,6.54,6.03,5.96,6.12,78.6,1,2,2.0,2,0,61.9,3.1,57.9,51.2,1,0.0,0,0,0.6583148043673049,0.6529160739687055,0.3018718274111675,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
27340,7.74,7.82,7.65,8.49,8.11,8.56,8.15,7.61,8.0,78.8,0,3,2.0,2,1,68.85926127341149,2.4,62.0,60.3,1,8.51,0,1,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27341,7.92,7.89,7.85,7.64,7.67,7.72,7.48,8.26,7.78,79.7,1,1,0.0,2,1,72.4,3.7,54.3,57.1,1,8.49,0,1,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
27342,10.0,9.73,10.0,10.0,10.0,10.0,10.0,10.0,9.88,98.2,3,4,3.0,4,2,77.2,3.9,64.4,60.1,1,25.32,0,1,0.6553077968490462,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
27343,7.0,7.27,7.02,7.51,7.38,6.92,7.21,7.52,7.0,60.8,1,2,2.0,2,0,71.1,4.1,60.4,49.0,0,8.49,0,1,0.6553077968490462,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27344,5.55,5.65,5.65,5.47,5.4,5.11,5.34,5.67,5.46,53.3,0,0,0.0,0,0,57.3,2.4,31.4,55.40852962724507,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
27345,7.27,7.61,6.93,7.3,7.18,7.42,7.55,7.34,7.3,58.6,1,2,2.0,2,0,83.6,4.2,54.0,58.5,0,8.04,0,1,0.6583148043673049,0.6467799288818649,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.7792716749065477
27346,8.72,8.67,8.75,9.06,8.82,8.43,8.7,9.29,8.92,72.8,1,2,2.0,2,1,80.4,2.2,54.3,55.40852962724507,0,18.65,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27347,6.19,6.6,6.57,6.49,7.0,6.49,6.91,6.74,6.6,100.0,2,5,3.0,3,2,90.3,4.4,73.4,55.40852962724507,1,8.75,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
27348,10.0,9.41,10.0,9.97,9.86,9.87,9.72,10.0,9.82,92.4,2,2,3.0,3,2,89.4,4.5,68.6,74.7,1,25.62,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
27349,7.28,7.67,7.56,7.63,7.71,7.61,7.77,7.43,9.93,91.7,3,5,2.0,3,1,97.8,4.1,97.9,69.5,1,10.78,1,1,0.6553077968490462,0.6506528701650652,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
27350,8.45,7.94,8.02,8.07,7.96,8.08,7.89,8.01,7.89,77.3,1,1,0.0,2,1,64.3,3.2,65.1,44.8,0,10.25,0,1,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.651540003644979,0.6622787899921542,0.6592842673869007,0.3022949379598111,0.7792716749065477
27351,9.15,9.08,10.0,9.65,10.0,9.08,10.0,9.22,9.65,85.5,2,4,2.0,3,1,53.4,3.7,75.7,78.5,0,18.71,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
27352,5.53,5.7,5.99,5.4,5.37,5.16,5.49,5.1,5.33,91.0,1,1,1.8044691509931448,2,1,72.0,2.9,54.5,63.2,1,0.0,0,0,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27353,7.43,7.64,8.11,7.79,8.33,7.34,8.12,8.36,9.77,76.0,3,5,2.0,2,0,99.2,3.2,57.41127296699558,55.40852962724507,1,8.39,1,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
27354,8.73,8.69,8.57,8.52,8.32,8.4,8.89,8.51,8.75,75.9,2,2,1.0,1,0,74.4,2.9,54.2,52.0,1,18.93,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27355,8.23,8.03,7.48,8.14,7.98,8.03,8.39,8.09,7.99,88.2,2,3,2.0,2,2,86.4,3.7,57.41127296699558,73.2,1,8.94,0,1,0.6553077968490462,0.6597051597051597,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
27356,5.73,6.44,6.64,6.06,6.47,6.23,6.38,6.42,6.21,76.3,1,1,2.0,2,0,65.8,3.5,57.8,46.1,0,3.01,0,1,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
27357,8.17,8.12,8.28,7.95,8.28,8.13,8.66,7.96,8.27,76.3,0,2,2.0,2,0,66.0,2.7,49.9,51.1,1,18.13,0,1,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
27358,8.97,8.79,9.1,8.98,9.18,9.01,8.8,8.97,8.9,88.3,2,4,3.0,4,2,87.7,4.4,59.4,79.7,0,18.94,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27359,6.92,6.76,7.41,7.32,7.16,6.78,7.22,7.34,7.06,88.3,2,3,1.8044691509931448,5,1,85.1,4.0,88.4,55.40852962724507,1,8.16,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.7792716749065477
27360,10.0,10.0,10.0,9.59,10.0,10.0,9.57,10.0,9.64,74.5,1,1,2.0,2,1,74.0,3.2,58.6,59.1,1,25.76,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
27361,7.35,7.56,7.14,7.86,7.67,7.63,7.98,7.76,4.1,54.39978135,1,3,2.0,1,0,68.85926127341149,3.5,6.3,54.2,0,8.17,1,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6592842673869007,0.3022949379598111,0.7792716749065477
27362,6.29,6.12,6.41,6.59,5.87,6.26,6.22,6.93,6.61,85.2,3,2,3.0,3,1,79.0,3.5,70.7,56.6,1,8.91,0,1,0.6553077968490462,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
27363,8.66,8.43,8.58,9.42,8.95,8.63,8.95,8.74,8.78,71.9,2,3,3.0,3,2,91.0,4.0,85.7,81.2,1,22.64,0,1,0.6553077968490462,0.6553480475382003,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27364,8.1,8.48,8.37,8.17,8.56,8.78,8.92,8.99,8.41,92.3,2,2,3.0,4,1,75.1,3.6,71.1,72.7,0,18.31,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.651540003644979,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.9910676817936576
27365,5.71,5.29,5.5,5.05,5.37,4.65,4.95,4.88,5.17,68.3,0,1,1.8044691509931448,0,1,68.85926127341149,1.9,25.8,29.9,0,0.0,0,0,0.6553077968490462,0.6616339540345579,0.3018718274111675,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
27366,6.77,6.56,7.26,6.49,6.92,7.03,6.66,7.04,6.73,54.4,1,2,2.0,1,0,82.7,2.8,50.5,45.9,0,12.3,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
27367,6.76,7.64,6.72,6.74,6.67,7.03,7.1,6.79,6.94,74.6,1,2,2.0,2,1,78.5,2.8,63.7,43.8,0,8.59,0,1,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
27368,4.49,4.0,4.0,4.15,4.02,4.13,4.0,4.0,4.16,59.7,0,0,0.0,1,0,37.5,2.2,31.5,29.6,1,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
27369,7.67,6.89,7.08,7.26,6.81,7.8,6.97,6.78,4.34,52.90749921,0,2,1.0,2,1,34.1,2.0,57.41127296699558,40.1,0,8.54,1,1,0.6553077968490462,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
27370,5.8,5.17,5.68,5.23,4.8,5.37,5.39,5.69,5.59,83.0,1,2,1.8044691509931448,1,0,69.1,3.1,53.3,45.0,1,0.0,0,0,0.6583148043673049,0.6609427609427609,0.3018718274111675,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.2031315364847905
27371,7.64,7.29,6.67,7.39,7.89,7.37,7.85,7.38,7.36,91.0,2,2,2.0,3,1,68.85926127341149,3.9,78.5,80.1,1,8.25,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
27372,5.38,4.88,5.6,4.62,4.77,5.08,5.73,5.23,4.87,76.5,0,1,2.0,0,1,67.9,2.0,58.5,45.7,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.2031315364847905
27373,6.66,6.24,6.37,6.11,6.34,6.7,6.66,6.94,6.57,100.0,2,1,3.0,3,2,68.85926127341149,4.3,57.41127296699558,74.8,1,8.03,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
27374,7.14,7.16,7.59,7.58,8.51,7.39,7.82,7.42,7.69,79.4,1,2,1.0,2,1,60.6,2.2,61.7,46.4,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.7792716749065477
27375,4.71,4.92,5.48,4.91,4.54,5.43,5.09,5.59,5.01,100.0,3,3,3.0,3,0,77.4,3.3,95.5,55.40852962724507,1,4.03,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.651540003644979,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27376,8.7,9.13,9.74,9.23,9.19,9.5,9.53,9.63,9.51,84.2,1,3,2.0,4,1,74.4,2.9,57.41127296699558,92.1,0,18.59,0,1,0.6553077968490462,0.6616339540345579,0.9081480429068692,0.6563886424134872,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
27377,7.91,8.44,7.9,8.04,8.61,8.59,8.81,8.69,8.37,87.3,2,4,3.0,4,2,82.5,2.0,69.5,60.4,1,18.03,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27378,6.89,6.81,6.45,6.62,6.74,6.38,6.89,6.81,6.67,74.5,1,1,1.0,2,1,70.5,3.4,59.7,47.6,1,8.95,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6563886424134872,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27379,4.08,4.26,4.81,4.74,4.15,4.17,4.45,4.31,4.62,58.9,0,0,1.0,0,0,48.3,2.1,27.7,55.40852962724507,0,0.0,0,0,0.6553077968490462,0.661128903122498,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27380,7.77,8.12,7.99,7.75,7.83,8.09,8.14,7.18,7.86,82.8,2,1,1.0,2,1,57.4,2.4,62.0,33.7,0,8.28,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
27381,5.11,5.22,5.81,5.45,5.23,5.39,5.26,5.11,5.29,62.6,0,1,0.0,0,0,68.85926127341149,2.6,23.9,31.6,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6486231313926043,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.2031315364847905
27382,6.05,6.45,6.67,6.91,6.66,6.76,7.23,6.81,6.63,81.4,1,2,2.0,2,0,74.1,2.7,38.5,48.7,0,8.22,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27383,6.34,6.84,6.72,7.17,7.2,7.28,6.98,7.29,6.82,79.0,1,1,1.0,2,1,66.5,3.1,59.3,48.0,0,8.03,0,1,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27384,7.3,8.11,7.81,7.85,8.04,7.9,7.78,8.51,7.99,86.4,2,3,2.0,2,1,79.3,3.9,84.0,73.8,1,8.29,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6563886424134872,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27385,4.0,4.08,4.25,4.26,4.0,4.0,4.0,4.16,4.03,59.0,0,1,0.0,0,0,48.9,1.6,27.7,27.9,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
27386,9.09,8.78,8.74,8.62,9.09,9.34,9.33,8.64,9.3,84.2,2,5,1.8044691509931448,3,1,68.85926127341149,4.0,99.2,80.9,1,25.06,0,1,0.6553077968490462,0.6591515870661525,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
27387,7.76,7.5,7.99,8.59,8.9,8.15,8.34,8.27,8.18,80.7,1,2,0.0,2,1,58.8,3.1,53.6,48.5,1,18.91,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
27388,5.09,4.55,4.18,4.36,4.65,4.93,4.0,4.44,4.56,88.8,2,3,1.0,2,0,77.3,3.154210956663942,52.9,54.9,0,0.0,0,0,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.2031315364847905
27389,6.17,5.69,6.34,6.27,5.69,5.49,5.83,6.03,5.98,77.1,1,3,1.0,2,0,75.0,3.154210956663942,62.1,48.6,0,5.98,0,1,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27390,9.76,10.0,9.59,10.0,9.95,10.0,9.76,10.0,10.0,94.4,1,3,1.8044691509931448,4,1,81.6,3.154210956663942,66.4,81.8,0,18.35,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
27391,6.17,6.87,6.32,6.21,6.38,6.47,6.6,6.89,6.43,77.6,1,3,1.0,3,0,70.1,2.6,57.8,50.5,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6486231313926043,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
27392,6.44,6.43,5.79,6.71,6.8,6.35,6.42,5.97,6.36,58.4,0,0,0.0,0,0,56.2,1.0,25.6,36.0,0,0.0,0,0,0.6553077968490462,0.661128903122498,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
27393,6.54,6.26,6.32,7.09,6.75,6.44,6.75,6.54,6.67,57.6,0,1,1.0,1,0,40.1,1.3,21.8,28.6,1,0.0,0,0,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
27394,6.29,6.16,6.55,6.18,6.45,6.42,6.28,6.06,6.4,50.0,1,0,0.0,0,0,51.4,3.154210956663942,25.8,30.4,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6563886424134872,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
27395,8.64,8.25,8.63,9.15,9.3,9.02,9.08,9.16,8.88,78.5,2,4,3.0,4,2,68.85926127341149,3.1,71.0,78.4,1,22.8,0,1,0.6583148043673049,0.6591515870661525,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
27396,7.03,7.24,6.51,6.82,6.61,7.08,6.81,6.8,6.86,72.6,0,2,1.0,2,1,67.5,2.6,51.5,38.0,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.7792716749065477
27397,7.46,7.93,8.06,7.82,7.98,8.13,8.08,7.96,8.02,96.8,3,4,2.0,3,1,88.8,3.4,78.8,71.1,1,22.3,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
27398,5.92,5.47,5.75,5.86,6.09,5.76,5.75,5.41,5.73,51.8,1,1,0.0,0,0,58.7,1.8,57.41127296699558,35.6,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.2031315364847905
27399,10.0,9.73,9.96,10.0,10.0,10.0,10.0,10.0,9.86,91.6,2,3,2.0,3,1,75.5,3.9,84.0,68.5,1,25.6,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
27400,5.28,5.2,5.34,5.83,5.6,5.61,5.46,5.69,5.47,79.4,1,2,3.0,1,1,78.1,3.9,58.5,54.6,1,0.0,0,0,0.6553077968490462,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
27401,4.0,4.52,4.57,4.37,4.06,4.33,4.04,4.43,4.22,60.3,1,1,0.0,0,0,51.5,3.154210956663942,35.3,30.1,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
27402,5.82,5.75,6.13,5.94,5.7,6.07,5.95,6.56,6.1,70.2,1,2,3.0,2,0,76.9,3.0,47.6,54.0,0,3.81,0,1,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
27403,7.79,8.21,7.78,7.79,7.64,7.56,7.42,8.02,7.62,75.5,1,2,2.0,2,1,66.3,3.0,51.3,65.4,1,8.12,0,1,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
27404,7.74,7.72,8.0,7.59,7.79,8.26,7.88,7.85,7.93,97.4,2,3,3.0,4,2,76.0,4.4,80.1,67.5,0,12.4,0,1,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
27405,7.68,7.73,7.34,7.83,7.56,7.24,6.82,7.61,7.51,73.6,1,2,1.0,2,1,66.4,3.0,47.5,57.6,0,8.29,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
27406,6.12,5.68,5.91,5.63,5.76,5.81,5.17,5.27,5.49,72.2,0,1,1.0,1,0,49.4,2.2,28.7,29.6,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6563886424134872,0.6516526517359088,0.6592842673869007,0.3022949379598111,0.2031315364847905
