Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30.0,2,138.0,1,22.0,3.0,1,1.0,1004.0,1.0,0,48.0,3.0,1.0,6,3.0,1,2132.0,11539.0,4.0,0,1,11.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,5.0,2.0,0.0,1.0,1
50.0,2,939.0,1,24.0,3.0,1,1.0,1005.0,4.0,1,95.0,3.0,4.0,4,3.0,1,13973.0,4161.0,3.0,0,1,18.0,3.0,4.0,80.0,1.0,22.0,2.0,3.0,12.0,11.0,1.0,5.0,0
38.0,1,1391.0,1,10.0,1.0,3,1.0,1006.0,3.0,1,66.0,3.0,1.0,6,3.0,1,2684.0,12127.0,0.0,0,0,17.0,3.0,2.0,80.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0
46.0,2,566.0,1,7.0,2.0,3,1.0,1007.0,4.0,1,75.0,3.0,3.0,4,3.0,0,10845.0,24208.0,6.0,0,0,13.0,3.0,2.0,80.0,1.0,13.0,3.0,3.0,8.0,7.0,0.0,7.0,0
24.0,2,1206.0,1,17.0,1.0,3,1.0,1009.0,4.0,0,41.0,2.0,2.0,4,3.0,0,4377.0,24117.0,1.0,0,0,15.0,3.0,2.0,80.0,2.0,5.0,6.0,3.0,4.0,2.0,3.0,2.0,0
35.0,2,622.0,1,14.0,4.0,4,1.0,1010.0,3.0,1,39.0,2.0,1.0,2,2.0,0,3743.0,10074.0,1.0,0,1,24.0,4.0,4.0,80.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,2.0,1
31.0,1,853.0,1,1.0,1.0,1,1.0,1011.0,3.0,0,96.0,3.0,2.0,4,1.0,1,4148.0,11275.0,1.0,0,0,12.0,3.0,3.0,80.0,1.0,4.0,1.0,3.0,4.0,3.0,0.0,3.0,0
18.0,0,287.0,1,5.0,2.0,1,1.0,1012.0,2.0,1,73.0,3.0,1.0,6,4.0,2,1051.0,13493.0,1.0,0,0,15.0,3.0,4.0,80.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0
54.0,2,1441.0,1,17.0,3.0,5,1.0,1013.0,3.0,0,56.0,3.0,3.0,4,3.0,1,10739.0,13943.0,8.0,0,0,11.0,3.0,3.0,80.0,1.0,22.0,2.0,3.0,10.0,7.0,0.0,8.0,0
35.0,2,583.0,1,25.0,4.0,3,1.0,1014.0,3.0,0,57.0,3.0,3.0,0,3.0,0,10388.0,6975.0,1.0,0,1,11.0,3.0,3.0,80.0,1.0,16.0,3.0,2.0,16.0,10.0,10.0,1.0,0
30.0,2,153.0,1,8.0,2.0,1,1.0,1015.0,2.0,0,73.0,4.0,3.0,5,1.0,1,11416.0,17802.0,0.0,0,1,12.0,3.0,3.0,80.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0,0
20.0,2,1097.0,1,11.0,3.0,3,1.0,1016.0,4.0,0,98.0,2.0,1.0,6,1.0,2,2600.0,18275.0,1.0,0,1,15.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
30.0,1,109.0,1,5.0,3.0,3,1.0,1017.0,2.0,0,60.0,3.0,1.0,2,2.0,2,2422.0,25725.0,0.0,0,0,17.0,3.0,1.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1
26.0,2,1066.0,1,2.0,2.0,3,1.0,1018.0,4.0,1,32.0,4.0,2.0,4,4.0,1,5472.0,3334.0,1.0,0,0,12.0,3.0,2.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,0
22.0,2,217.0,1,8.0,1.0,1,1.0,1019.0,2.0,1,94.0,1.0,1.0,2,1.0,1,2451.0,6881.0,1.0,0,0,15.0,3.0,1.0,80.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,0
48.0,2,277.0,1,6.0,3.0,1,1.0,1022.0,1.0,1,97.0,2.0,2.0,0,3.0,2,4240.0,13119.0,2.0,0,0,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,0
48.0,2,1355.0,1,4.0,4.0,1,1.0,1024.0,3.0,1,78.0,2.0,3.0,0,3.0,2,10999.0,22245.0,7.0,0,0,14.0,3.0,2.0,80.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,0
41.0,2,549.0,1,7.0,2.0,3,1.0,1025.0,4.0,0,42.0,3.0,2.0,4,3.0,2,5003.0,23371.0,6.0,0,0,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,0
39.0,2,466.0,1,1.0,1.0,1,1.0,1026.0,4.0,0,65.0,2.0,4.0,4,4.0,1,12742.0,7060.0,1.0,0,0,16.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,6.0,11.0,8.0,0
27.0,2,1055.0,1,2.0,4.0,1,1.0,1027.0,1.0,0,47.0,3.0,2.0,4,4.0,1,4227.0,4658.0,0.0,0,0,18.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0
35.0,2,802.0,1,10.0,3.0,4,1.0,1028.0,2.0,1,45.0,3.0,1.0,2,4.0,0,3917.0,9541.0,1.0,0,0,20.0,4.0,1.0,80.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,0
42.0,2,265.0,2,5.0,2.0,2,1.0,1029.0,4.0,1,90.0,3.0,5.0,3,3.0,1,18303.0,7770.0,6.0,0,0,13.0,3.0,2.0,80.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0,0
50.0,2,804.0,1,9.0,3.0,1,1.0,1030.0,1.0,1,64.0,3.0,1.0,2,4.0,1,2380.0,20165.0,4.0,0,0,18.0,3.0,2.0,80.0,0.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0
59.0,2,715.0,1,2.0,3.0,1,1.0,1032.0,3.0,0,69.0,2.0,4.0,4,4.0,2,13726.0,21829.0,3.0,0,1,13.0,3.0,1.0,80.0,0.0,30.0,4.0,3.0,5.0,3.0,4.0,3.0,0
37.0,2,1141.0,1,11.0,2.0,3,1.0,1033.0,1.0,0,61.0,1.0,2.0,0,2.0,1,4777.0,14382.0,5.0,0,0,15.0,3.0,1.0,80.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,1
55.0,1,135.0,1,18.0,4.0,3,1.0,1034.0,3.0,1,62.0,3.0,2.0,0,2.0,1,6385.0,12992.0,3.0,0,1,14.0,3.0,4.0,80.0,2.0,17.0,3.0,3.0,8.0,7.0,6.0,7.0,0
41.0,0,247.0,1,7.0,1.0,1,1.0,1035.0,2.0,0,55.0,1.0,5.0,5,3.0,0,19973.0,20284.0,1.0,0,0,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,10.0,0
38.0,2,1035.0,2,3.0,4.0,1,1.0,1036.0,2.0,1,42.0,3.0,2.0,7,4.0,2,6861.0,4981.0,8.0,0,1,12.0,3.0,3.0,80.0,0.0,19.0,1.0,3.0,1.0,0.0,0.0,0.0,0
26.0,0,265.0,2,29.0,2.0,3,1.0,1037.0,2.0,1,79.0,1.0,2.0,7,1.0,2,4969.0,21813.0,8.0,0,0,18.0,3.0,4.0,80.0,0.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,1
52.0,2,266.0,2,2.0,1.0,2,1.0,1038.0,1.0,0,57.0,1.0,5.0,3,4.0,1,19845.0,25846.0,1.0,0,0,15.0,3.0,4.0,80.0,1.0,33.0,3.0,3.0,32.0,14.0,6.0,9.0,1
44.0,2,1448.0,2,28.0,3.0,3,1.0,1039.0,4.0,0,53.0,4.0,4.0,7,4.0,1,13320.0,11737.0,3.0,0,1,18.0,3.0,3.0,80.0,1.0,23.0,2.0,3.0,12.0,11.0,11.0,11.0,0
50.0,0,145.0,2,1.0,3.0,1,1.0,1040.0,4.0,0,95.0,3.0,2.0,7,3.0,1,6347.0,24920.0,0.0,0,0,12.0,3.0,1.0,80.0,1.0,19.0,3.0,3.0,18.0,7.0,0.0,13.0,0
36.0,2,885.0,1,16.0,4.0,1,1.0,1042.0,3.0,0,43.0,4.0,1.0,2,1.0,2,2743.0,8269.0,1.0,0,0,16.0,3.0,3.0,80.0,0.0,18.0,1.0,3.0,17.0,13.0,15.0,14.0,1
39.0,1,945.0,1,22.0,3.0,3,1.0,1043.0,4.0,0,82.0,3.0,3.0,4,1.0,2,10880.0,5083.0,1.0,0,1,13.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,0
33.0,0,1038.0,2,8.0,1.0,1,1.0,1044.0,2.0,0,88.0,2.0,1.0,8,4.0,2,2342.0,21437.0,0.0,0,0,19.0,3.0,4.0,80.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0
45.0,2,1234.0,2,11.0,2.0,1,1.0,1045.0,4.0,0,90.0,3.0,4.0,3,4.0,1,17650.0,5404.0,3.0,0,0,13.0,3.0,2.0,80.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,0
32.0,0,1109.0,1,29.0,4.0,3,1.0,1046.0,4.0,0,69.0,3.0,1.0,2,3.0,2,4025.0,11135.0,9.0,0,0,12.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,0
34.0,2,216.0,2,1.0,4.0,2,1.0,1047.0,2.0,1,75.0,4.0,2.0,7,4.0,0,9725.0,12278.0,0.0,0,0,11.0,3.0,4.0,80.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,0
59.0,2,1089.0,2,1.0,2.0,5,1.0,1048.0,2.0,1,66.0,3.0,3.0,3,4.0,1,11904.0,11038.0,3.0,0,1,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,0
45.0,2,788.0,0,24.0,4.0,3,1.0,1049.0,2.0,1,36.0,3.0,1.0,1,2.0,2,2177.0,8318.0,1.0,0,0,16.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,3.0,0.0,4.0,0
53.0,1,124.0,2,2.0,3.0,2,1.0,1050.0,3.0,0,38.0,2.0,3.0,7,2.0,1,7525.0,23537.0,2.0,0,0,12.0,3.0,1.0,80.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0,0
36.0,2,660.0,1,15.0,3.0,4,1.0,1052.0,1.0,1,81.0,3.0,2.0,2,3.0,0,4834.0,7858.0,7.0,0,0,14.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,1
26.0,1,342.0,1,2.0,3.0,1,1.0,1053.0,1.0,1,57.0,3.0,1.0,6,1.0,1,2042.0,15346.0,6.0,0,1,14.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0,1
34.0,2,1333.0,2,10.0,4.0,1,1.0,1055.0,3.0,0,87.0,3.0,1.0,8,3.0,1,2220.0,18410.0,1.0,0,1,19.0,3.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0
28.0,2,1144.0,2,10.0,1.0,3,1.0,1056.0,4.0,1,74.0,3.0,1.0,8,2.0,1,1052.0,23384.0,1.0,0,0,22.0,4.0,2.0,80.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0
38.0,1,1186.0,1,3.0,4.0,4,1.0,1060.0,3.0,1,44.0,3.0,1.0,6,3.0,1,2821.0,2997.0,3.0,0,0,16.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,0
50.0,2,1464.0,1,2.0,4.0,3,1.0,1061.0,2.0,1,62.0,3.0,5.0,5,3.0,1,19237.0,12853.0,2.0,0,1,11.0,3.0,4.0,80.0,1.0,29.0,2.0,2.0,8.0,1.0,7.0,7.0,0
37.0,2,124.0,1,3.0,3.0,4,1.0,1062.0,4.0,0,35.0,3.0,2.0,0,2.0,2,4107.0,13848.0,3.0,0,0,15.0,3.0,1.0,80.0,0.0,8.0,3.0,2.0,4.0,3.0,0.0,1.0,0
40.0,2,300.0,2,26.0,3.0,2,1.0,1066.0,3.0,1,74.0,3.0,2.0,7,1.0,1,8396.0,22217.0,1.0,0,0,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0,0
26.0,1,921.0,1,1.0,1.0,3,1.0,1068.0,1.0,0,66.0,2.0,1.0,6,3.0,0,2007.0,25265.0,1.0,0,0,13.0,3.0,3.0,80.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,0
46.0,2,430.0,1,1.0,4.0,3,1.0,1069.0,4.0,1,40.0,3.0,5.0,5,4.0,0,19627.0,21445.0,9.0,0,0,17.0,3.0,4.0,80.0,2.0,23.0,0.0,3.0,2.0,2.0,2.0,2.0,0
54.0,2,1082.0,2,2.0,4.0,1,1.0,1070.0,3.0,0,41.0,2.0,3.0,7,3.0,1,10686.0,8392.0,6.0,0,0,11.0,3.0,2.0,80.0,1.0,13.0,4.0,3.0,9.0,4.0,7.0,0.0,0
56.0,1,1240.0,1,9.0,3.0,3,1.0,1071.0,1.0,0,63.0,3.0,1.0,6,3.0,1,2942.0,12154.0,2.0,0,0,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,3.0,0
36.0,2,796.0,1,12.0,5.0,3,1.0,1073.0,4.0,0,51.0,2.0,3.0,4,4.0,2,8858.0,15669.0,0.0,0,0,11.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,14.0,8.0,7.0,8.0,0
55.0,0,444.0,1,2.0,1.0,3,1.0,1074.0,3.0,1,40.0,2.0,4.0,3,1.0,2,16756.0,17323.0,7.0,0,0,15.0,3.0,2.0,80.0,0.0,31.0,3.0,4.0,9.0,7.0,6.0,2.0,0
43.0,2,415.0,2,25.0,3.0,3,1.0,1076.0,3.0,1,79.0,2.0,3.0,7,4.0,0,10798.0,5268.0,5.0,0,0,13.0,3.0,3.0,80.0,1.0,18.0,5.0,3.0,1.0,0.0,0.0,0.0,0
20.0,1,769.0,2,9.0,3.0,2,1.0,1077.0,4.0,0,54.0,3.0,1.0,8,4.0,2,2323.0,17205.0,1.0,0,1,14.0,3.0,2.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1
21.0,2,1334.0,1,10.0,3.0,1,1.0,1079.0,3.0,0,36.0,2.0,1.0,2,1.0,2,1416.0,17258.0,1.0,0,0,13.0,3.0,1.0,80.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,1
46.0,2,1003.0,1,8.0,4.0,1,1.0,1080.0,4.0,0,74.0,2.0,2.0,6,1.0,0,4615.0,21029.0,8.0,0,1,23.0,4.0,1.0,80.0,3.0,19.0,2.0,3.0,16.0,13.0,1.0,7.0,0
51.0,2,1323.0,1,4.0,4.0,1,1.0,1081.0,1.0,1,34.0,3.0,1.0,6,3.0,1,2461.0,10332.0,9.0,0,1,12.0,3.0,3.0,80.0,3.0,18.0,2.0,4.0,10.0,0.0,2.0,7.0,1
28.0,0,1366.0,1,24.0,2.0,5,1.0,1082.0,2.0,1,72.0,2.0,3.0,0,1.0,2,8722.0,12355.0,1.0,0,0,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,1
26.0,2,192.0,1,1.0,2.0,3,1.0,1083.0,1.0,1,59.0,2.0,1.0,2,1.0,1,3955.0,11141.0,1.0,0,0,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0,0
30.0,2,1176.0,1,20.0,3.0,4,1.0,1084.0,3.0,1,85.0,3.0,2.0,4,1.0,1,9957.0,9096.0,0.0,0,0,15.0,3.0,3.0,80.0,1.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0,0
41.0,2,509.0,1,7.0,2.0,5,1.0,1085.0,2.0,0,43.0,4.0,1.0,6,3.0,1,3376.0,18863.0,1.0,0,0,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,0
38.0,2,330.0,1,17.0,1.0,1,1.0,1088.0,3.0,0,65.0,2.0,3.0,0,3.0,1,8823.0,24608.0,0.0,0,0,18.0,3.0,1.0,80.0,1.0,20.0,4.0,2.0,19.0,9.0,1.0,9.0,0
40.0,2,1492.0,1,20.0,4.0,5,1.0,1092.0,1.0,1,61.0,3.0,3.0,0,4.0,1,10322.0,26542.0,4.0,0,0,20.0,4.0,4.0,80.0,1.0,14.0,6.0,3.0,11.0,10.0,11.0,1.0,0
27.0,0,1277.0,1,8.0,5.0,1,1.0,1094.0,1.0,1,87.0,1.0,1.0,2,3.0,1,4621.0,5869.0,1.0,0,0,19.0,3.0,4.0,80.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,0
55.0,1,1091.0,1,2.0,1.0,1,1.0,1096.0,4.0,1,65.0,3.0,3.0,4,2.0,1,10976.0,15813.0,3.0,0,0,18.0,3.0,2.0,80.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0,0
28.0,2,857.0,1,10.0,3.0,4,1.0,1097.0,3.0,0,59.0,3.0,2.0,6,3.0,2,3660.0,7909.0,3.0,0,0,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,0
44.0,2,1376.0,0,1.0,2.0,3,1.0,1098.0,2.0,1,91.0,2.0,3.0,1,1.0,1,10482.0,2326.0,9.0,0,0,14.0,3.0,4.0,80.0,1.0,24.0,1.0,3.0,20.0,6.0,3.0,6.0,1
33.0,2,654.0,1,5.0,3.0,1,1.0,1099.0,4.0,1,34.0,2.0,3.0,0,4.0,0,7119.0,21214.0,4.0,0,0,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,0
35.0,2,1204.0,2,4.0,3.0,5,1.0,1100.0,4.0,1,86.0,3.0,3.0,7,1.0,2,9582.0,10333.0,0.0,0,1,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,1
33.0,1,827.0,1,29.0,4.0,3,1.0,1101.0,1.0,0,54.0,2.0,2.0,6,3.0,2,4508.0,3129.0,1.0,0,0,22.0,4.0,2.0,80.0,0.0,14.0,4.0,3.0,13.0,7.0,3.0,8.0,1
28.0,2,895.0,1,15.0,2.0,1,1.0,1102.0,1.0,1,50.0,3.0,1.0,2,3.0,0,2207.0,22482.0,1.0,0,0,16.0,3.0,4.0,80.0,1.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,0
34.0,1,618.0,1,3.0,1.0,1,1.0,1103.0,1.0,1,45.0,3.0,2.0,0,4.0,2,7756.0,22266.0,0.0,0,0,17.0,3.0,3.0,80.0,0.0,7.0,1.0,2.0,6.0,2.0,0.0,4.0,0
37.0,2,309.0,2,10.0,4.0,1,1.0,1105.0,4.0,0,88.0,2.0,2.0,7,4.0,0,6694.0,24223.0,2.0,0,1,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0
25.0,2,1219.0,1,4.0,1.0,5,1.0,1106.0,4.0,1,32.0,3.0,1.0,2,4.0,1,3691.0,4605.0,1.0,0,1,15.0,3.0,2.0,80.0,1.0,7.0,3.0,4.0,7.0,7.0,5.0,6.0,1
26.0,2,1330.0,1,21.0,3.0,3,1.0,1107.0,1.0,1,37.0,3.0,1.0,2,3.0,0,2377.0,19373.0,1.0,0,0,20.0,4.0,3.0,80.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1
33.0,2,1017.0,1,25.0,3.0,3,1.0,1108.0,1.0,1,55.0,2.0,1.0,6,2.0,2,2313.0,2993.0,4.0,0,1,20.0,4.0,2.0,80.0,0.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,1
42.0,2,469.0,1,2.0,2.0,3,1.0,1109.0,4.0,1,35.0,3.0,4.0,3,1.0,1,17665.0,14399.0,0.0,0,0,17.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,22.0,6.0,13.0,7.0,0
28.0,1,1009.0,1,1.0,3.0,3,1.0,1111.0,1.0,1,45.0,2.0,1.0,2,2.0,0,2596.0,7160.0,1.0,0,0,15.0,3.0,1.0,80.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
50.0,1,959.0,2,1.0,4.0,4,1.0,1113.0,4.0,1,81.0,3.0,2.0,7,3.0,2,4728.0,17251.0,3.0,0,1,14.0,3.0,4.0,80.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,1
33.0,1,970.0,2,7.0,3.0,1,1.0,1114.0,4.0,0,30.0,3.0,2.0,7,2.0,1,4302.0,13401.0,0.0,0,0,17.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,0
34.0,0,697.0,1,3.0,4.0,1,1.0,1115.0,3.0,1,40.0,2.0,1.0,6,4.0,1,2979.0,22478.0,3.0,0,0,17.0,3.0,4.0,80.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0
48.0,0,1262.0,1,1.0,4.0,3,1.0,1116.0,1.0,1,35.0,4.0,4.0,3,4.0,2,16885.0,16154.0,2.0,0,0,22.0,4.0,3.0,80.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,0
45.0,0,1050.0,2,9.0,4.0,1,1.0,1117.0,2.0,0,65.0,2.0,2.0,7,3.0,1,5593.0,17970.0,1.0,0,0,13.0,3.0,4.0,80.0,1.0,15.0,2.0,3.0,15.0,10.0,4.0,12.0,0
52.0,2,994.0,1,7.0,4.0,1,1.0,1118.0,2.0,1,87.0,3.0,3.0,0,2.0,2,10445.0,15322.0,7.0,0,0,19.0,3.0,4.0,80.0,0.0,18.0,4.0,3.0,8.0,6.0,4.0,0.0,0
38.0,2,770.0,2,10.0,4.0,2,1.0,1119.0,3.0,1,73.0,2.0,3.0,7,3.0,0,8740.0,5569.0,0.0,0,1,14.0,3.0,2.0,80.0,2.0,9.0,2.0,3.0,8.0,7.0,2.0,7.0,0
29.0,2,1107.0,1,28.0,4.0,1,1.0,1120.0,3.0,0,93.0,3.0,1.0,6,4.0,0,2514.0,26968.0,4.0,0,0,22.0,4.0,1.0,80.0,1.0,11.0,1.0,3.0,7.0,5.0,1.0,7.0,0
28.0,2,950.0,1,3.0,3.0,3,1.0,1121.0,4.0,0,93.0,3.0,3.0,4,2.0,0,7655.0,8039.0,0.0,0,0,17.0,3.0,2.0,80.0,3.0,10.0,3.0,2.0,9.0,7.0,1.0,7.0,0
46.0,2,406.0,2,3.0,1.0,2,1.0,1124.0,1.0,1,52.0,3.0,4.0,3,3.0,1,17465.0,15596.0,3.0,0,0,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,12.0,9.0,4.0,9.0,0
38.0,2,130.0,2,2.0,2.0,2,1.0,1125.0,4.0,1,32.0,3.0,3.0,7,2.0,2,7351.0,20619.0,7.0,0,0,16.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,0
43.0,1,1082.0,1,27.0,3.0,1,1.0,1126.0,3.0,0,83.0,3.0,3.0,4,1.0,1,10820.0,11535.0,8.0,0,0,11.0,3.0,3.0,80.0,1.0,18.0,1.0,3.0,8.0,7.0,0.0,1.0,0
39.0,1,203.0,1,2.0,3.0,1,1.0,1127.0,1.0,1,84.0,3.0,4.0,0,4.0,0,12169.0,13547.0,7.0,0,0,11.0,3.0,4.0,80.0,3.0,21.0,4.0,3.0,18.0,7.0,11.0,5.0,1
40.0,2,1308.0,1,14.0,3.0,3,1.0,1128.0,3.0,1,44.0,2.0,5.0,5,3.0,2,19626.0,17544.0,1.0,0,0,14.0,3.0,1.0,80.0,0.0,21.0,2.0,4.0,20.0,7.0,4.0,9.0,0
21.0,2,984.0,1,1.0,1.0,5,1.0,1131.0,4.0,0,70.0,2.0,1.0,6,2.0,2,2070.0,25326.0,1.0,0,1,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,0
39.0,0,439.0,1,9.0,3.0,1,1.0,1132.0,3.0,1,70.0,3.0,2.0,2,2.0,2,6782.0,8770.0,9.0,0,0,15.0,3.0,3.0,80.0,0.0,9.0,2.0,2.0,5.0,4.0,0.0,3.0,0
36.0,0,217.0,1,18.0,4.0,1,1.0,1133.0,1.0,1,78.0,3.0,2.0,4,4.0,2,7779.0,23238.0,2.0,0,0,20.0,4.0,1.0,80.0,0.0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,0
31.0,1,793.0,2,20.0,3.0,1,1.0,1135.0,3.0,1,67.0,4.0,1.0,8,4.0,1,2791.0,21981.0,0.0,0,0,12.0,3.0,1.0,80.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,0
28.0,2,1451.0,1,2.0,1.0,1,1.0,1136.0,1.0,1,67.0,2.0,1.0,6,2.0,1,3201.0,19911.0,0.0,0,0,17.0,3.0,1.0,80.0,0.0,6.0,2.0,1.0,5.0,3.0,0.0,4.0,0
35.0,1,1182.0,2,11.0,2.0,2,1.0,1137.0,4.0,1,54.0,3.0,2.0,7,4.0,0,4968.0,18500.0,1.0,0,0,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0,0
49.0,2,174.0,2,8.0,4.0,5,1.0,1138.0,4.0,1,56.0,2.0,4.0,7,2.0,1,13120.0,11879.0,6.0,0,0,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,0
34.0,1,1003.0,1,2.0,2.0,1,1.0,1140.0,4.0,1,95.0,3.0,2.0,4,3.0,2,4033.0,15834.0,2.0,0,0,11.0,3.0,4.0,80.0,0.0,5.0,3.0,2.0,3.0,2.0,0.0,2.0,0
29.0,1,490.0,1,10.0,3.0,1,1.0,1143.0,4.0,0,61.0,3.0,1.0,6,2.0,0,3291.0,17940.0,0.0,0,0,14.0,3.0,4.0,80.0,2.0,8.0,2.0,2.0,7.0,5.0,1.0,1.0,0
42.0,2,188.0,1,29.0,3.0,3,1.0,1148.0,2.0,1,56.0,1.0,2.0,2,4.0,2,4272.0,9558.0,4.0,0,0,19.0,3.0,1.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,0
29.0,2,718.0,1,8.0,1.0,3,1.0,1150.0,2.0,1,79.0,2.0,2.0,4,4.0,1,5056.0,17689.0,1.0,0,1,15.0,3.0,3.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,1.0,2.0,0
38.0,2,433.0,0,1.0,3.0,0,1.0,1152.0,3.0,1,37.0,4.0,1.0,1,3.0,1,2844.0,6004.0,1.0,0,0,13.0,3.0,4.0,80.0,1.0,7.0,2.0,4.0,7.0,6.0,5.0,0.0,0
28.0,1,773.0,1,6.0,3.0,1,1.0,1154.0,3.0,1,39.0,2.0,1.0,6,3.0,0,2703.0,22088.0,1.0,0,1,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,0
18.0,0,247.0,1,8.0,1.0,3,1.0,1156.0,3.0,1,80.0,3.0,1.0,2,3.0,2,1904.0,13556.0,1.0,0,0,12.0,3.0,4.0,80.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1
